0.4099999, 0, 0, 5, 0.4126069, 0, 11706.83, -2279.862, -10.32725, 0.002485778, 0.05625825, 162.3477, 1.238651, 0.9553084, 1.134473
0.5299998, -0.388267, -0.1028164, 5, 0.4075409, 0.0687092262466178226955487407, 19953.94, -2290.357, -10.32725, 0.002485778, 0.05625825, 212.2204, 1.234968, 0.9531704, 1.14946
 
0.5399998, -0.1796538, -0.106699, 5, 0.40775, 0.0507441681300290574163385289, 20741.19, -2291.234, -10.32725, 0.002485778, 0.05625825, 216.3924, 1.235924, 0.9529923, 1.150709
 
0.5499998, 0.0375773, -0.1084956, 5, 0.4079236, 0.0328125819001058262587776028, 21544.67, -2292.113, -10.32725, 0.002485778, 0.05625825, 220.5709, 1.236883, 0.9528142, 1.151957
 
0.5599998, 0.2592556, -0.1081198, 5, 0.4081329, 0.0152399406815547313724139634, 22364.41, -2292.992, -10.32725, 0.002485778, 0.05625825, 224.7561, 1.237828, 0.9526359, 1.153206
 
0.5699998, 0.4805261, -0.1055273, 5, 0.4083066, -0.0016430015961999916952544140, 23200.46, -2293.872, -10.32725, 0.002485778, 0.05625825, 228.9477, 1.238562, 0.9524578, 1.154455
 
0.5799997, 0.6943672, -0.100722, 5, 0.4085158, -0.0175131718877079300890010655, 24052.86, -2294.752, -10.32725, 0.002485778, 0.05625825, 233.1459, 1.237705, 0.9522796, 1.155704
 
0.5899997, 0.8941969, -0.09377833, 5, 0.4087074, -0.0320580303909497385427359046, 24921.64, -2295.633, -10.32725, 0.002485778, 0.05625825, 237.3505, 1.236923, 0.9521014, 1.156953
 
0.5999997, 1, -0.08483636, 5, 0.408881, -0.0449900608485561041024089748, 25806.83, -2296.514, -10.32725, 0.002485778, 0.05625825, 241.5615, 1.236231, 0.9519234, 1.158202
 
0.6099997, 1, -0.07483636, 5, 0.4090904, -0.0561109218454722342617213096, 26708.5, -2297.396, -10.32725, 0.002485778, 0.05625825, 245.7789, 1.235638, 0.9517452, 1.159451
 
0.6199997, 1, -0.06483636, 5, 0.409282, -0.0653861959615108031491008134, 27626.67, -2298.279, -10.32725, 0.002485778, 0.05625825, 250.0028, 1.235144, 0.951567, 1.160699
 
0.6299997, 1, -0.05483636, 5, 0.4094736, -0.0728638690228942716686654514, 28561.38, -2299.162, -10.32725, 0.002485778, 0.05625825, 254.233, 1.234747, 0.9513888, 1.161948
 
0.6399997, 1, -0.04483636, 5, 0.4096474, -0.0785918323024937252530342968, 29512.69, -2300.046, -10.32725, 0.002485778, 0.05625825, 258.4695, 1.234444, 0.9512106, 1.163197
 
0.6499997, 1, -0.03483637, 5, 0.4098569, -0.0826124299431866622569448688, 30480.62, -2300.93, -10.32725, 0.002485778, 0.05625825, 262.7125, 1.234231, 0.9510325, 1.164446
 
0.6599997, 1, -0.02483637, 5, 0.4100485, -0.0849683527834743922829009222, 31465.21, -2301.814, -10.32725, 0.002485778, 0.05625825, 266.9617, 1.234106, 0.9508544, 1.165695
 
0.6699997, 1, -0.01483637, 5, 0.4102402, -0.0857003533181396628479523715, 32466.48, -2302.699, -10.32725, 0.002485778, 0.05625825, 271.2172, 1.234068, 0.9506762, 1.166944
 
0.6799996, 1, -0.004836367, 5, 0.4104319, -0.0848483015440109083076120674, 33484.45, -2303.585, -10.32725, 0.002485778, 0.05625825, 275.4788, 1.234113, 0.950498, 1.168193
 
0.6899996, 1, 0.005163632, 5, 0.4106237, -0.0824503654975787246500301999, 34519.17, -2304.471, -10.32725, 0.002485778, 0.05625825, 279.7466, 1.234239, 0.9503198, 1.169441
 
0.6999996, 1, 0.01516363, 5, 0.4108155, -0.0785435312984304044507416077, 35570.67, -2305.358, -10.32725, 0.002485778, 0.05625825, 284.0206, 1.234446, 0.9501417, 1.17069
 
0.7099996, 1, 0.02516363, 5, 0.4110162, -0.0731657778763519016878554285, 36638.97, -2306.246, -10.32725, 0.002485778, 0.05625825, 288.3008, 1.234731, 0.9499635, 1.171939
 
0.7199996, 1, 0.03516363, 5, 0.4112079, -0.0663501043512485637582007685, 37724.12, -2307.133, -10.32725, 0.002485778, 0.05625825, 292.587, 1.235093, 0.9497854, 1.173188
 
0.7299996, 1, 0.04516363, 5, 0.4113908, -0.0581301559575982243796107119, 38826.13, -2308.022, -10.32725, 0.002485778, 0.05625825, 296.8793, 1.23553, 0.9496073, 1.174437
 
0.7399996, 0.940345, 0.05516363, 5, 0.4115917, -0.0485388057441693827050996039, 39945.04, -2308.911, -10.32725, 0.002485778, 0.05625825, 301.1777, 1.236042, 0.949429, 1.175686
 
0.7499996, 0.6646025, 0.06456708, 5, 0.4117836, -0.0376552736611834269574242018, 41080.91, -2309.801, -10.32725, 0.002485778, 0.05625825, 305.4822, 1.236624, 0.9492509, 1.176935
 
0.7599996, 0.3596677, 0.0712131, 5, 0.4119666, -0.0257748971041226297368068465, 42233.7, -2310.691, -10.32725, 0.002485778, 0.05625825, 309.7926, 1.237261, 0.9490727, 1.178184
 
0.7699996, 0.03540719, 0.07480978, 5, 0.4121675, -0.0133357307230616197652, 43403.42, -2310.273, -10.32725, 0.002485778, 0.05625825, 314.1089, 1.23789, 0.9488945, 1.179432
 
0.7799996, -0.2925234, 0.07516386, 5, 0.4123774, -0.00094826631475004916256, 44590, -2302.576, -10.32725, 0.002485778, 0.05625825, 318.4307, 1.238349, 0.9487164, 1.180681
 
0.7899995, -0.5978709, 0.07223862, 5, 0.4127942, 0.0104998125810701583010917223, 45793.41, -2293.812, -10.32725, 0.002485778, 0.05625825, 322.7577, 1.237564, 0.9485382, 1.18193
 
0.7999995, -0.866137, 0.06625991, 5, 0.4132472, 0.020580380204147426460, 47014.45, -2283.955, -10.32725, 0.002485778, 0.05625825, 327.0927, 1.236694, 0.9483601, 1.183179
 
0.8099995, -1, 0.05759854, 5, 0.4137007, 0.0289553172927658061551920208, 48253, -2272.971, -10.32725, 0.002485778, 0.05625825, 331.4351, 1.235878, 0.9481819, 1.184428
 
0.8199995, -1, 0.04759854, 5, 0.4141544, 0.0354497354254728544488, 49509.21, -2260.832, -10.32725, 0.002485778, 0.05625825, 335.7852, 1.235139, 0.9480037, 1.185677
 
0.8299995, -1, 0.03759854, 5, 0.4146174, 0.0401007697296694071853130437, 50783.04, -2247.509, -10.32725, 0.002485778, 0.05625825, 340.1429, 1.234486, 0.9478256, 1.186926
 
0.8399995, -1, 0.02759854, 5, 0.4150718, 0.0430452574930238979720, 52074.57, -2232.973, -10.32725, 0.002485778, 0.05625825, 344.508, 1.233924, 0.9476473, 1.188174
 
0.8499995, -1, 0.01759854, 5, 0.4155352, 0.0444114050299954065166381145, 53383.74, -2217.196, -10.32725, 0.002485778, 0.05625825, 348.8804, 1.233458, 0.9474693, 1.189423
 
0.8599995, -1, 0.007598544, 5, 0.4159813, 0.0443250899299716497221675178, 54710.68, -2200.148, -10.32725, 0.002485778, 0.05625825, 353.2604, 1.233092, 0.9472911, 1.190672
 
0.8699995, -1, -0.002401456, 5, 0.4164546, 0.042907231304003919447, 56055.3, -2181.798, -10.32725, 0.002485778, 0.05625825, 357.6474, 1.232831, 0.9471129, 1.191921
 
0.8799995, -1, -0.01240146, 5, 0.4169011, 0.0402762283852606573709168020, 57417.71, -2162.12, -10.32725, 0.002485778, 0.05625825, 362.0418, 1.232679, 0.9469348, 1.19317
 
0.8899994, -1, -0.02240146, 5, 0.4173661, 0.0369134414706396114817195756, 58798.08, -2153.173, -10.32725, 0.002485778, 0.05625825, 366.4438, 1.232831, 0.9467565, 1.194419
 
0.8999994, -1, -0.03240146, 5, 0.4178314, 0.0330482765985045576186684240, 60196.94, -2164.472, -10.32725, 0.002485778, 0.05625825, 370.8552, 1.233457, 0.9465784, 1.195668
 
0.9099994, -0.8538688, -0.04240146, 5, 0.4182787, 0.0279959412744730394661418924, 61614.36, -2175.056, -10.32725, 0.002485778, 0.05625825, 375.2758, 1.234194, 0.9464003, 1.196916
 
0.9199994, -0.6132991, -0.05094014, 5, 0.4187446, 0.0218629095446498750807954947, 63050.42, -2184.919, -10.32725, 0.002485778, 0.05625825, 379.7057, 1.235006, 0.9462221, 1.198165
 
0.9299994, -0.339747, -0.05707313, 5, 0.4192108, 0.0149096655501443417367829854, 64505.21, -2194.115, -10.32725, 0.002485778, 0.05625825, 384.145, 1.23586, 0.946044, 1.199414
 
0.9399994, -0.04504225, -0.0604706, 5, 0.4196593, 0.0074718559965486730446745544, 65978.66, -2202.722, -10.32725, 0.002485778, 0.05625825, 388.5933, 1.236726, 0.9458658, 1.200663
 
0.9499994, 0.2568738, -0.06092102, 5, 0.4200989, -0.0000844612787711489473569522, 67470.73, -2210.81, -10.32725, 0.002485778, 0.05625825, 393.0504, 1.237558, 0.9456876, 1.201912
 
0.9599994, 0.5491122, -0.05835229, 5, 0.4205116, -0.0073792324531280013714024342, 68981.49, -2218.445, -10.32725, 0.002485778, 0.05625825, 397.5164, 1.237059, 0.9455094, 1.203161
 
0.9699994, 0.8146045, -0.05286117, 5, 0.4209154, -0.0140406670665474359045772144, 70511.07, -2225.679, -10.32725, 0.002485778, 0.05625825, 401.9913, 1.236603, 0.9453313, 1.20441
 
0.9799994, 1, -0.04471512, 5, 0.4213376, -0.0197252508210049576509308430, 72059.55, -2232.563, -10.32725, 0.002485778, 0.05625825, 406.4754, 1.236219, 0.9451532, 1.205659
 
0.9899994, 1, -0.03471512, 5, 0.4217421, -0.0241626136681306031865446763, 73626.95, -2239.138, -10.32725, 0.002485778, 0.05625825, 410.9684, 1.235932, 0.944975, 1.206907
 
0.9999993, 1, -0.02471512, 5, 0.4222559, -0.0272544125450379133795965338, 75214.27, -2245.434, -10.32725, 0.002485778, 0.05625825, 415.4732, 1.23575, 0.9447968, 1.208156
 
1.009999, 1, -0.01471512, 5, 0.4229157, -0.0290227049061687381772923652, 76821.72, -2251.486, -10.32725, 0.002485778, 0.05625825, 419.99, 1.235672, 0.9446186, 1.209405
 
1.019999, 1, -0.004715124, 5, 0.4235579, -0.0294894920792061317010704470, 78449.5, -2257.317, -10.32725, 0.002485778, 0.05625825, 424.519, 1.235695, 0.9444404, 1.210654
 
1.029999, 1, 0.005284876, 5, 0.4242187, -0.0286777010999986286607779010, 80097.62, -2262.952, -10.32725, 0.002485778, 0.05625825, 429.0602, 1.235817, 0.9442624, 1.211903
 
1.039999, 1, 0.01528488, 5, 0.424871, -0.0266099771735296989748473491, 81766.31, -2268.404, -10.32725, 0.002485778, 0.05625825, 433.6139, 1.236037, 0.9440842, 1.213152
 
1.049999, 1, 0.02528488, 5, 0.4255421, -0.0233098733712704437478878359, 83455.52, -2273.695, -10.32725, 0.002485778, 0.05625825, 438.1797, 1.236354, 0.943906, 1.214401
 
1.059999, 0.8143374, 0.03528488, 5, 0.4261863, -0.0188013304766146464568729534, 85165.41, -2278.834, -10.32725, 0.002485778, 0.05625825, 442.7578, 1.236766, 0.9437279, 1.215649
 
1.069999, 0.5110436, 0.04342825, 5, 0.4268493, -0.0132249417886759574905669311, 86896.18, -2283.837, -10.32725, 0.002485778, 0.05625825, 447.3486, 1.237261, 0.9435496, 1.216898
 
1.079999, 0.1690153, 0.04853868, 5, 0.4275037, -0.0069137204878930861680965321, 88647.9, -2288.712, -10.32725, 0.002485778, 0.05625825, 451.952, 1.237811, 0.9433715, 1.218147
 
1.089999, -0.1899751, 0.05022884, 5, 0.4281586, -0.0002937419958734869487085622, 90420.64, -2293.472, -10.32725, 0.002485778, 0.05625825, 456.568, 1.238382, 0.9431934, 1.219396
 
1.099999, -0.5400529, 0.04832909, 5, 0.4288232, 0.0061780700344879594910795192, 92214.46, -2298.046, -10.32725, 0.002485778, 0.05625825, 461.1965, 1.237873, 0.9430152, 1.220645
 
1.109999, -0.8540902, 0.04292856, 5, 0.4294791, 0.0120455421636343079852114892, 94029.64, -2301.738, -10.32725, 0.002485778, 0.05625825, 465.8379, 1.237267, 0.9428371, 1.221894
 
1.119999, -1, 0.03438766, 5, 0.430154, 0.0168931284704833356061014968, 95866.08, -2305.347, -10.32725, 0.002485778, 0.05625825, 470.4919, 1.236749, 0.9426588, 1.223143
 
1.129999, -1, 0.02438766, 5, 0.4308019, 0.0204461209435070508899209803, 97724.04, -2308.874, -10.32725, 0.002485778, 0.05625825, 475.1589, 1.236338, 0.9424807, 1.224391
 
1.139999, -1, 0.01438766, 5, 0.4314595, 0.0226367037585452161519637209, 99603.64, -2312.325, -10.32725, 0.002485778, 0.05625825, 479.839, 1.236042, 0.9423025, 1.22564
 
1.149999, -1, 0.004387656, 5, 0.4321359, 0.0234927143951366584242372964, 101504.9, -2315.707, -10.32725, 0.002485778, 0.05625825, 484.532, 1.235856, 0.9421243, 1.226889
 
1.159999, -1, -0.005612344, 5, 0.4327852, 0.0230436408772349388165349790, 103428.1, -2319.021, -10.32725, 0.002485778, 0.05625825, 489.2383, 1.235777, 0.9419463, 1.228138
 
1.169999, -1, -0.01561234, 5, 0.4334536, 0.0213154888406481021272244428, 105373.2, -2322.274, -10.32725, 0.002485778, 0.05625825, 493.9576, 1.235803, 0.9417681, 1.229387
 
1.179999, -1, -0.02561234, 5, 0.4341225, 0.0183277216533730206883458516, 107340.4, -2325.466, -10.32725, 0.002485778, 0.05625825, 498.6902, 1.235932, 0.9415899, 1.230636
 
1.189999, -0.7732438, -0.03561234, 5, 0.4347735, 0.0141142633563351424154022632, 109329.7, -2328.603, -10.32725, 0.002485778, 0.05625825, 503.4361, 1.236162, 0.9414117, 1.231885
 
1.199999, -0.4112997, -0.04334478, 5, 0.4354435, 0.0088590202763841107262040911, 111341.3, -2331.688, -10.32725, 0.002485778, 0.05625825, 508.1954, 1.236477, 0.9412335, 1.233134
 
1.209999, -0.008108658, -0.04745778, 5, 0.436114, 0.0029665694764747661296760353, 113375.4, -2334.724, -10.32725, 0.002485778, 0.05625825, 512.9683, 1.236846, 0.9410554, 1.234382
 
1.219999, 0.4021648, -0.04753887, 5, 0.4367757, -0.0030538632579651898421257654, 115432.1, -2337.71, -10.32725, 0.002485778, 0.05625825, 517.7549, 1.236714, 0.9408773, 1.235631
 
1.229999, 0.7813237, -0.04351722, 5, 0.437438, -0.0086774938949230604786305368, 117511.4, -2340.653, -10.32725, 0.002485778, 0.05625825, 522.5552, 1.236119, 0.9406991, 1.23688
 
1.239999, 1, -0.03570398, 5.038219, 0.43811, -0.0134060451897267018228639670, 119613.6, -2343.553, -10.32725, 0.002485778, 0.05625825, 527.3691, 1.235599, 0.9405209, 1.238129
 
1.249999, 1, -0.02570398, 5.083803, 0.4387828, -0.0168762774072342326120318932, 121738.6, -2346.411, -10.32725, 0.002485778, 0.05625825, 532.197, 1.235185, 0.9403427, 1.239378
 
1.259999, 1, -0.01570398, 5.129435, 0.4394374, -0.0189778962050923235970847072, 123886.7, -2349.232, -10.32725, 0.002485778, 0.05625825, 537.0388, 1.234885, 0.9401646, 1.240627
 
1.269999, 1, -0.00570398, 5.175144, 0.4401111, -0.0197443382149779637280577077, 126058, -2352.014, -10.32725, 0.002485778, 0.05625825, 541.8946, 1.234695, 0.9399864, 1.241876
 
1.279999, 1, 0.00429602, 5.220917, 0.4407852, -0.0192090444624339587437409269, 128252.5, -2354.76, -10.32725, 0.002485778, 0.05625825, 546.7644, 1.234612, 0.9398083, 1.243124
 
1.289999, 1, 0.01429602, 5.266751, 0.4414507, -0.0174050556945221065423689856, 130470.5, -2357.474, -10.32725, 0.002485778, 0.05625825, 551.6486, 1.234635, 0.9396302, 1.244373
 
1.299999, 1, 0.02429602, 5.31265, 0.4421168, -0.0143651961694787304906601626, 132712, -2360.155, -10.32725, 0.002485778, 0.05625825, 556.5469, 1.234761, 0.9394519, 1.245622
 
1.309999, 0.6580471, 0.03429602, 5.358625, 0.4427926, -0.0101218998748517413834126620, 134977.3, -2362.803, -10.32725, 0.002485778, 0.05625825, 561.4597, 1.234986, 0.9392738, 1.246871
 
1.319999, 0.2219486, 0.04087649, 5.404657, 0.4434597, -0.0049269052924365975229839401, 137266.3, -2365.42, -10.32725, 0.002485778, 0.05625825, 566.3869, 1.235291, 0.9390956, 1.24812
 
1.329999, -0.2454441, 0.04309598, 5.450774, 0.4441367, 0.0006971584550015902595312983, 139579.3, -2368.011, -10.32725, 0.002485778, 0.05625825, 571.3287, 1.235516, 0.9389174, 1.249369
 
1.339999, -0.693418, 0.04064154, 5.497237, 0.4448048, 0.0061609757548567946037963889, 141916.3, -2370.708, -10.32725, 0.002485778, 0.05625825, 576.2852, 1.234947, 0.9387393, 1.250618
 
1.349999, -1, 0.03370736, 5.543937, 0.4454827, 0.0108837216468435807773207793, 144277.5, -2373.45, -10.32725, 0.002485778, 0.05625825, 581.2564, 1.234447, 0.9385611, 1.251866
 
1.359999, -1, 0.02370736, 5.590703, 0.4461427, 0.0144019032873076661361892550, 146663.2, -2376.167, -10.32725, 0.002485778, 0.05625825, 586.2427, 1.234048, 0.938383, 1.253115
 
1.369999, -1, 0.01370736, 5.637575, 0.4468311, 0.0165491766028727304544130835, 149073.3, -2378.86, -10.32725, 0.002485778, 0.05625825, 591.2437, 1.233764, 0.9382048, 1.254364
 
1.379999, -1, 0.003707359, 5.684497, 0.4474921, 0.0173609091427943611540284789, 151508, -2381.528, -10.32725, 0.002485778, 0.05625825, 596.26, 1.23359, 0.9380266, 1.255613
 
1.389999, -1, -0.006292641, 5.731532, 0.4481815, 0.0168733919499329082988648292, 153967.5, -2384.173, -10.32725, 0.002485778, 0.05625825, 601.2915, 1.233524, 0.9378484, 1.256862
 
1.399999, -1, -0.01629264, 5.778615, 0.4488435, 0.0151197726490639608655856955, 156452, -2386.794, -10.32725, 0.002485778, 0.05625825, 606.3384, 1.233562, 0.9376704, 1.258111
 
1.409999, -1, -0.02629264, 5.824611, 0.4495247, 0.0121319116649759053636964067, 158961.5, -2388.866, -10.32725, 0.002485778, 0.05625825, 611.4006, 1.233639, 0.9374922, 1.25936
 
1.419999, -0.5810781, -0.03629264, 5.869, 0.4502065, 0.0079459890759374754668198750, 161496.2, -2390.18, -10.32725, 0.002485778, 0.05625825, 616.4784, 1.233726, 0.937314, 1.260609
 
1.429999, -0.0778587, -0.04210342, 5.913405, 0.4508701, 0.0028691856588908228400836003, 164056.2, -2391.471, -10.32725, 0.002485778, 0.05625825, 621.5717, 1.233887, 0.9371358, 1.261857
 
1.439999, 0.4442209, -0.04288201, 5.957864, 0.4515529, -0.0024865895691339311315876469, 166641.8, -2392.742, -10.32725, 0.002485778, 0.05625825, 626.6809, 1.23366, 0.9369577, 1.263106
 
1.449999, 0.917736, -0.0384398, 6.002368, 0.4522457, -0.0074593917114839625649252400, 169253, -2393.991, -10.32725, 0.002485778, 0.05625825, 631.806, 1.23299, 0.9367794, 1.264355
 
1.459999, 1, -0.02926244, 6.046872, 0.4529016, -0.0114277827139128864133546065, 171890, -2395.221, -10.32725, 0.002485778, 0.05625825, 636.9473, 1.232404, 0.9366013, 1.265604
 
1.469999, 1, -0.01926244, 6.09145, 0.4535953, -0.0140659691974378167240228242, 174553, -2396.43, -10.32725, 0.002485778, 0.05625825, 642.1046, 1.231929, 0.9364232, 1.266853
 
1.479999, 1, -0.009262444, 6.136045, 0.4542709, -0.0153606550465479132445333250, 177242.1, -2397.62, -10.32725, 0.002485778, 0.05625825, 647.2781, 1.231565, 0.936245, 1.268102
 
1.489999, 1, 0.0007375553, 6.180673, 0.454947, -0.0153526548780732589685189148, 179957.5, -2398.792, -10.32725, 0.002485778, 0.05625825, 652.4682, 1.231309, 0.9360669, 1.269351
 
1.499999, 1, 0.01073756, 6.225348, 0.4556331, -0.0140791730226242283712338786, 182699.3, -2399.944, -10.32725, 0.002485778, 0.05625825, 657.6747, 1.231158, 0.9358886, 1.270599
 
1.509999, 1, 0.02073755, 6.270241, 0.4564601, -0.0115784939827998272554328039, 185470.5, -2401.078, -10.32725, 0.002485778, 0.05625825, 662.903, 1.231109, 0.9357105, 1.271848
 
1.519999, 0.7047932, 0.03073755, 6.315676, 0.4577275, -0.0078883891243198886156106286, 188272.9, -2402.193, -10.32725, 0.002485778, 0.05625825, 668.1558, 1.23116, 0.9355323, 1.273097
 
1.529999, 0.1680168, 0.03778549, 6.361226, 0.4590054, -0.0032327387363145698943719418, 191106.6, -2403.292, -10.32725, 0.002485778, 0.05625825, 673.433, 1.231292, 0.9353542, 1.274346
 
1.539999, -0.4034086, 0.03946565, 6.406894, 0.4603033, 0.0018340023109236214359661226, 193971.9, -2404.374, -10.32725, 0.002485778, 0.05625825, 678.7352, 1.231153, 0.9351761, 1.275595
 
1.549999, -0.9265584, 0.03543157, 6.452664, 0.4616025, 0.0066000277733760065450786120, 196869.2, -2405.438, -10.32725, 0.002485778, 0.05625825, 684.0623, 1.230502, 0.9349979, 1.276844
 
1.559999, -1, 0.02616598, 6.498525, 0.4628841, 0.0103871076348015950426219213, 199799, -2406.486, -10.32725, 0.002485778, 0.05625825, 689.4151, 1.229933, 0.9348197, 1.278093
 
1.569999, -1, 0.01616598, 6.544269, 0.464073, 0.0128484768545655163451518720, 202753, -2407.517, -10.32725, 0.002485778, 0.05625825, 694.7789, 1.229474, 0.9346415, 1.279341
 
1.579999, -1, 0.006165983, 6.585669, 0.461451, 0.0139777787985153427312840068, 205697.1, -2408.532, -10.32725, 0.002485778, 0.05625825, 700.0958, 1.229126, 0.9344633, 1.28059
 
1.589999, -1, -0.003834017, 6.624686, 0.4569938, 0.0138182977318916966362202277, 208630.5, -2409.525, -10.32725, 0.002485778, 0.05625825, 705.3655, 1.228889, 0.9342853, 1.281839
 
1.599999, -1, -0.01383402, 6.663152, 0.4525318, 0.0124109366058014388732290601, 211552.4, -2410.5, -10.32725, 0.002485778, 0.05625825, 710.5878, 1.228759, 0.9341071, 1.283088
 
1.609999, -1, -0.02383402, 6.701061, 0.4480647, 0.0097948353487362231056284117, 214461.7, -2411.457, -10.32725, 0.002485778, 0.05625825, 715.762, 1.228733, 0.9339289, 1.284337
 
1.619999, -0.5679171, -0.03383402, 6.738404, 0.4435831, 0.0060098356421647308123966873, 217357.8, -2412.396, -10.32725, 0.002485778, 0.05625825, 720.8881, 1.228809, 0.9337507, 1.285586
 
1.629999, 0.03667042, -0.03951319, 6.775212, 0.4391154, 0.0013636389560838314323075020, 220239.8, -2413.318, -10.32725, 0.002485778, 0.05625825, 725.9656, 1.228961, 0.9335725, 1.286835
 
1.639999, 0.6480996, -0.03914649, 6.811441, 0.4346238, -0.0034709100475192692475232106, 223106.6, -2414.226, -10.32725, 0.002485778, 0.05625825, 730.9942, 1.228552, 0.9333944, 1.288084
 
1.649999, 1, -0.03266549, 6.847112, 0.4301365, -0.0077306755244607591570795177, 225957.7, -2415.115, -10.32725, 0.002485778, 0.05625825, 735.9736, 1.227967, 0.9332163, 1.289332
 
1.659999, 1, -0.02266549, 6.88221, 0.4256348, -0.0108341470974418479308774729, 228792, -2415.991, -10.32725, 0.002485778, 0.05625825, 740.9034, 1.227482, 0.9330381, 1.290581
 
1.669999, 1, -0.01266549, 6.916749, 0.4211375, -0.0125989027128105293153884278, 231608.7, -2416.852, -10.32725, 0.002485778, 0.05625825, 745.7829, 1.227112, 0.93286, 1.29183
 
1.679999, 1, -0.002665492, 6.950721, 0.4166352, -0.0130668512845856562724060104, 234407, -2417.7, -10.32725, 0.002485778, 0.05625825, 750.6121, 1.226853, 0.9326817, 1.293079
 
1.689999, 1, 0.007334508, 6.984121, 0.4121279, -0.0122801912709405844253428232, 237186, -2418.534, -10.32725, 0.002485778, 0.05625825, 755.3906, 1.226703, 0.9325036, 1.294328
 
1.699999, 1, 0.01733451, 7.016935, 0.407606, -0.0102793806158052910857127024, 239944.8, -2419.354, -10.32725, 0.002485778, 0.05625825, 760.118, 1.226657, 0.9323254, 1.295577
 
1.709999, 0.8248336, 0.02733451, 7.049016, 0.402956, -0.0071039486850461628224135033, 242680, -2420.163, -10.32725, 0.002485778, 0.05625825, 764.7897, 1.226713, 0.9321473, 1.296826
 
1.719999, 0.2080574, 0.03558284, 7.080252, 0.3980266, -0.0029019589557943696751945270, 245394, -2420.96, -10.32725, 0.002485778, 0.05625825, 769.4103, 1.22686, 0.9319692, 1.298074
 
1.729999, -0.4589433, 0.03766342, 7.114295, 0.3959694, 0.0018049705447524587524074911, 248122.6, -2421.747, -10.32725, 0.002485778, 0.05625825, 774.0369, 1.226749, 0.9317909, 1.299323
 
1.739999, -1, 0.03307398, 7.150259, 0.395908, 0.0062079101487867608173495934, 250865.8, -2422.521, -10.32725, 0.002485778, 0.05625825, 778.6692, 1.226178, 0.9316128, 1.300572
 
1.749999, -1, 0.02307398, 7.186146, 0.3958369, 0.0095712374316747654940894928, 253623.3, -2423.287, -10.32725, 0.002485778, 0.05625825, 783.3073, 1.225694, 0.9314346, 1.301821
 
1.759999, -1, 0.01307398, 7.221951, 0.3957562, 0.0115939777299975438999679613, 256395.5, -2424.042, -10.32725, 0.002485778, 0.05625825, 787.9516, 1.225324, 0.9312564, 1.30307
 
1.769999, -1, 0.003073985, 7.257707, 0.3956941, 0.0123192637396146624284204562, 259182.1, -2424.789, -10.32725, 0.002485778, 0.05625825, 792.6016, 1.225063, 0.9310783, 1.304319
 
1.779999, -1, -0.006926015, 7.293377, 0.3956222, 0.0117897432975843498033051070, 261983.1, -2425.523, -10.32725, 0.002485778, 0.05625825, 797.2574, 1.224908, 0.9309002, 1.305568
 
